PERMIT NUMBER,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ISSUED DATE,EXPIRATION DATE,PAYMENT DATE,ADDRESS,ADDRESS NUMBER START,ADDRESS NUMBER,STREET DIRECTION,STREET,STREET TYPE,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LATITUDE,LONGITUDE,LOCATION
1131272,267891,15,FAZAL DEVELOPMENT NETWORK INC,Subway 24453,04/12/2018,12/01/2018,04/12/2018,66 E WASHINGTON ST,66,66,E,WASHINGTON,ST,CHICAGO,IL,60602,42,9,42-9,1,41.883331979,-87.625458828,"(41.883331978623964, -87.62545882753577)"
1131271,267891,35,FAZAL DEVELOPMENT NETWORK INC,SUBWAY #26771,04/12/2018,12/01/2018,04/12/2018,35 W VAN BUREN ST,35,35,W,VAN BUREN,ST,CHICAGO,IL,60605,4,49,4-49,1,41.876794686,-87.628999061,"(41.87679468592167, -87.62899906139144)"
1131270,267891,19,FAZAL DEVELOPMENT NETWORK INC,Subway 7709,04/12/2018,12/01/2018,04/12/2018,177 N WELLS ST,177,177,N,WELLS,ST,CHICAGO,IL,60606,42,9,42-9,1,41.885257194,-87.633769796,"(41.88525719405359, -87.63376979601067)"
1132704,18039,1,"SAVBET, INC.",BOURBON CAFE',04/11/2018,12/01/2018,04/11/2018,4768 N LINCOLN AVE,4768,4768,N,LINCOLN,AVE,CHICAGO,,60625,47,42,47-42,19,41.968308772,-87.688536004,"(41.968308771943036, -87.68853600406185)"
1132681,262142,4,BEOGRAD MEAT MARKET P & P INC.,BEOGRAD CAFE AND RESTAURANT,04/11/2018,12/01/2018,04/11/2018,2933-2939 W IRVING PARK RD,2933,2933-2939,W,IRVING PARK,RD,CHICAGO,IL,60618,33,10,33-10,17,41.953846017,-87.702043289,"(41.95384601711714, -87.70204328887883)"
1132675,276748,1,"BUENA VISTA RESTAURANT, INC.",BUENA VISTA RESTAURANT,04/11/2018,12/01/2018,04/11/2018,3147 N BROADWAY,3147,3147,N,BROADWAY,,CHICAGO,IL,60657,44,30,44-30,19,41.939057926,-87.644218751,"(41.93905792622148, -87.6442187510171)"
1132665,370469,1,Cafemechanics llc,Dollop Coffee and Tea,04/11/2018,12/01/2018,04/11/2018,4181 N CLARENDON AVE,4181,4181,N,CLARENDON,AVE,CHICAGO,IL,60613,46,45,46-45,19,41.957940147,-87.64965206,"(41.95794014690388, -87.6496520597932)"
1132636,18886,1,"DU FLO, INC.",FLO,04/11/2018,12/01/2018,04/11/2018,1434 W CHICAGO AVE,1434,1434,W,CHICAGO,AVE,CHICAGO,IL,,1,32,1-32,12,41.896237318,-87.663806719,"(41.89623731823958, -87.66380671932018)"
1132586,63608,2,FREDDIE'S INC.,FREDDIES,04/11/2018,12/01/2018,04/11/2018,701 W 31ST ST,701,701,W,31ST,ST,CHICAGO,IL,60616,11,41,11-41,9,41.837965787,-87.643906727,"(41.83796578686669, -87.64390672735786)"
1132541,280339,3,"SAGE, INC.",BASIL LEAF CAFE/SAGE,04/11/2018,12/01/2018,04/09/2018,2461-2465 N CLARK ST,2461,2461-2465,N,CLARK,ST,CHICAGO,IL,60614,43,27,43-27,19,41.927168968,-87.641268696,"(41.92716896806323, -87.64126869571744)"
1132479,360322,1,LINH TRAN VINH LE,PHO LILY,04/11/2018,12/01/2018,04/11/2018,5100 N BROADWAY,5100,5100,N,BROADWAY,,CHICAGO,,60640,47,23,47-23,20,41.974645684,-87.659970179,"(41.97464568398467, -87.65997017897071)"
1132463,361256,1,"ARMITAGE BUTCHER, LLC",BUTCHER & THE BURGER,04/11/2018,12/01/2018,04/11/2018,1021 W ARMITAGE AVE,1021,1021,W,ARMITAGE,AVE,CHICAGO,IL,,43,51,43-51,18,41.917981293,-87.654340852,"(41.917981293152046, -87.6543408517294)"
1132456,65265,9,LVJ CAFE CORPORATION,LULA CAFE,04/11/2018,12/01/2018,04/10/2018,2537-2543 N KEDZIE BLVD,2537,2537-2543,N,KEDZIE,BLVD,CHICAGO,IL,60647,32,30,32-30,14,41.927653196,-87.707119009,"(41.92765319605931, -87.70711900893733)"
1132437,15596,2,"SALPICON, INC.",THE OPTIMA CHICAGO,04/11/2018,12/01/2018,03/30/2018,1252 N WELLS ST,1252,1252,N,WELLS,ST,CHICAGO,,60610,2,35,2-35,18,41.905433008,-87.634680857,"(41.905433007908826, -87.63468085706485)"
1132430,413503,1,2834 SOUTHPORT LLC,SAL'S TRATTORIA,04/11/2018,12/01/2018,04/11/2018,2834 N SOUTHPORT AVE,2834,2834,N,SOUTHPORT,AVE,CHICAGO,IL,60657,32,18,32-18,19,41.933491345,-87.663743593,"(41.933491344933415, -87.66374359346061)"
1132420,11604,2,"CHICAGO'S BLARNEY STONE, INC.",Chicago's Blarney Stone,04/11/2018,12/01/2018,04/10/2018,3422-24 N SHEFFIELD AVE,3422,3422-24,N,SHEFFIELD,AVE,CHICAGO,IL,60657,44,38,44-38,19,41.944294897,-87.654386365,"(41.944294896812565, -87.65438636488963)"
1132379,360246,1,"WRIGLEYVILLE BEEF, INC.",AL'S BEEF,04/11/2018,12/01/2018,04/10/2018,3420 N CLARK ST,3420,3420,N,CLARK,ST,CHICAGO,IL,60657,44,38,44-38,19,41.94437298,-87.654348053,"(41.944372980166825, -87.65434805298078)"
1132361,15899,1,DAVID GEVERCER,THE MATCHBOX,04/11/2018,12/01/2018,04/10/2018,770 N MILWAUKEE AVE,770,770,N,MILWAUKEE,AVE,CHICAGO,IL,60642,27,54,27-54,12,41.895796244,-87.654953596,"(41.89579624448361, -87.65495359564429)"
1132277,252215,2,"GUSANO ROJO, INC.",ROJO GUSANO,04/11/2018,12/01/2018,04/11/2018,3830 W LAWRENCE AVE,3830,3830,W,LAWRENCE,AVE,CHICAGO,IL,60625,35,12,35-12,17,41.968390431,-87.724447859,"(41.968390431264375, -87.72444785924317)"
1132160,25861,1,E P I BUILDING CORP,EDISON PARK INN,04/11/2018,12/01/2018,03/22/2018,6711-15 N OLMSTED AVE,6711,6711-15,N,OLMSTED,AVE,CHICAGO,IL,60631,41,5,41-5,16,42.0024276,-87.81714426,"(42.0024275999838, -87.81714425962014)"
1132158,46344,2,"MICHAEL'S NEIGHBORHOOD PUB, INC.",FIREWATER SALOON,04/11/2018,12/01/2018,04/11/2018,6689-6695 N OLIPHANT AVE,6689,6689-6695,N,OLIPHANT,AVE,CHICAGO,IL,60631,41,5,41-5,16,42.002412236,-87.816346038,"(42.002412235795916, -87.81634603832423)"
1131987,217744,1,"CRAB STREET SALOON, L.P.",THE BEER BISTRO,04/11/2018,12/01/2018,03/28/2018,1061 W MADISON ST,1061,1061,W,MADISON,ST,CHICAGO,IL,,25,16,25-16,12,41.881559957,-87.654372398,"(41.88155995723971, -87.65437239771845)"
1131972,368170,1,GROUND CONTROL RESTAURANT LLC,GROUND CONTROL RESTAURANT LLC,04/11/2018,12/01/2018,04/11/2018,3313-3315 W ARMITAGE AVE,3313,3313-3315,W,ARMITAGE,AVE,CHICAGO,IL,,26,14,26-14,14,41.917244598,-87.710844329,"(41.91724459797714, -87.71084432886225)"
1131948,73,1,4301 NORTH WESTERN AVENUE INCORPORATED,CELTIC CROWN,04/11/2018,12/01/2018,04/11/2018,4301 N WESTERN AVE,4301,4301,N,WESTERN,AVE,CHICAGO,IL,60618,47,8,47-8,19,41.959539276,-87.688483804,"(41.959539275814876, -87.68848380383307)"
1131947,34063,1,"GASTHAUS ZUM LOEWEN, INC.",RIVERVIEW TAVERN & GRILL / ROBEY PIZZA,04/11/2018,12/01/2018,04/11/2018,1958 W ROSCOE ST,1958,1958,W,ROSCOE,ST,CHICAGO,IL,60657,32,9,32-9,19,41.94332628,-87.67833306,"(41.943326280437574, -87.67833305971149)"
1131693,24023,1,"DONMAR, INC.",CORTLAND'S GARAGE,04/11/2018,12/01/2018,04/11/2018,1645 W CORTLAND ST,1645,1645,W,CORTLAND,ST,CHICAGO,IL,60622,32,33,32-33,14,41.915974566,-87.669621572,"(41.91597456632108, -87.66962157196225)"
1132746,392151,1,"MBL 217, LLC",BAR LUPO,04/10/2018,12/01/2018,04/10/2018,217 W HURON ST,217,217,W,HURON,ST,CHICAGO,IL,60654,42,68,42-68,18,41.894671024,-87.634904368,"(41.894671023719845, -87.63490436761396)"
1132722,394076,1,FURIOUS SPOON LLC,FURIOUS SPOON,04/10/2018,12/01/2018,04/10/2018,1571 N MILWAUKEE AVE,1571,1571,N,MILWAUKEE,AVE,CHICAGO,IL,60622,1,8,1-8,14,41.91014406,-87.676875025,"(41.91014405962235, -87.67687502523692)"
1132721,402542,1,FURIOUS SPOON LOGAN SQUARE LLC,FURIOUS SPOON,04/10/2018,12/01/2018,04/10/2018,2410 N MILWAUKEE AVE,2410,2410,N,MILWAUKEE,AVE,CHICAGO,IL,60647,1,30,1-30,14,41.92491617,-87.700861659,"(41.92491617021063, -87.70086165911447)"
1132718,28,1,THE RIVER SHANNON CORPORATION,RIVER SHANNON,04/10/2018,12/01/2018,04/06/2018,425 W ARMITAGE AVE,425,425,W,ARMITAGE,AVE,CHICAGO,IL,60614,43,16,43-16,18,41.918197786,-87.639747374,"(41.91819778647383, -87.63974737355731)"
1132710,86212,4,INTELLIGENTSIA COFFEE INC.,Intelligentsia Coffee & Tea,04/10/2018,12/01/2018,04/10/2018,53 E RANDOLPH ST,53,53,E,RANDOLPH,ST,CHICAGO,IL,60601,42,9,42-9,1,41.884387319,-87.625935647,"(41.884387318760176, -87.62593564654168)"
1132698,331565,2,YOLANDA DUARTE,PONCE RESTAURANT,04/10/2018,12/01/2018,04/05/2018,4313 W FULLERTON AVE,4313,4313,W,FULLERTON,AVE,CHICAGO,,60639,31,22,31-22,25,41.924280058,-87.734648076,"(41.92428005782633, -87.73464807570147)"
1132664,387105,1,"RESTAURANT ONE, LLC",BOHO BOHEMIAN HOUSE,04/10/2018,12/01/2018,04/10/2018,11 W ILLINOIS ST,11,11,W,ILLINOIS,ST,CHICAGO,IL,60654,42,55,42-55,18,41.890746791,-87.628510944,"(41.8907467911109, -87.62851094403574)"
1132635,395450,1,"JNP RESTAURANTS, LLC",THE BLANCHARD,04/10/2018,12/01/2018,04/10/2018,1935 N LINCOLN PARK WEST,1935,1935,N,LINCOLN PARK WEST,,CHICAGO,IL,60614,43,24,43-24,18,41.917165369,-87.636200874,"(41.91716536920397, -87.63620087405286)"
1132624,349132,1,"Kitchen Sink, LLC",Kitchen Sink,04/10/2018,12/01/2018,04/10/2018,1107 W BERWYN AVE,1107,1107,W,BERWYN,AVE,CHICAGO,IL,60640,48,45,48-45,20,41.978062148,-87.658205522,"(41.97806214845714, -87.65820552187341)"
1132576,7035,2,"NEW POLONIA CLUB, INCORPORATED",New Polonia Club Inc.,04/10/2018,12/01/2018,04/10/2018,6101-6103 W BELMONT AVE,6101,6101-6103,W,BELMONT,AVE,CHICAGO,IL,60634,30,53,30-53,25,41.938304382,-87.778763026,"(41.93830438210933, -87.7787630255598)"
1132502,392794,1,TEXAHS LLC,MONTEVERDE,04/10/2018,12/01/2018,04/10/2018,1020-1022 W MADISON ST,1020,1020-1022,W,MADISON,ST,CHICAGO,IL,60607,25,57,25-57,12,41.881793604,-87.652965251,"(41.88179360409633, -87.65296525056517)"
1132448,398305,3,"ROANOKE HOSPITALITY, LLC",ROANOKE,04/10/2018,12/01/2018,04/10/2018,135 W MADISON ST,135,135,W,MADISON,ST,CHICAGO,IL,60602,42,9,42-9,1,41.881856744,-87.631896162,"(41.88185674363783, -87.63189616155178)"
1132446,86212,1,INTELLIGENTSIA COFFEE INC.,"INTELLIGENTSIA COFFEE & TEA, INC.",04/10/2018,12/01/2018,04/10/2018,3123 N BROADWAY,3123,3123,N,BROADWAY,,CHICAGO,IL,60657,44,17,44-17,19,41.938435181,-87.644198417,"(41.938435180550734, -87.64419841711218)"
1131646,330964,1,"TK CHICAGO LOOP, LLC",TILTED KILT PUB & EATERY,03/12/2018,12/01/2018,03/12/2018,17 N WABASH AVE,17,17,N,WABASH,AVE,CHICAGO,,60602,42,42,42-42,1,41.882481427,-87.626076827,"(41.88248142730001, -87.62607682690941)"
1131533,417537,1,POKE GO LLC,POKE POKE,03/12/2018,12/01/2018,03/12/2018,118 S WABASH AVE,118,118,S,WABASH,AVE,CHICAGO,,60603,42,33,42-33,1,41.880312018,-87.626304676,"(41.88031201794687, -87.62630467620856)"
1131526,369507,1,"KAT'S I, INC.",Paulines,03/12/2018,12/01/2018,03/12/2018,1752-1754 W BALMORAL AVE,1752,1752-1754,W,BALMORAL,AVE,CHICAGO,IL,60640,40,41,40-41,20,41.979860939,-87.67420413,"(41.97986093909706, -87.67420413029149)"
1131476,370196,5,CHICAGO LOCAL MARKETS LLC,The Roost Carolina Kitchen,03/12/2018,12/01/2018,03/12/2018,455 N MILWAUKEE AVE,455,455,N,MILWAUKEE,AVE,CHICAGO,IL,60654,27,11,27-11,12,41.890245552,-87.645909365,"(41.890245551519065, -87.64590936487818)"
1131369,405484,1,LITTLE WOK GROUP INC.,LITTLE WOK,03/12/2018,12/01/2018,03/12/2018,3144 N BROADWAY,3144,3144,N,BROADWAY,,CHICAGO,IL,60657,44,21,44-21,19,41.939051666,-87.644512659,"(41.93905166551547, -87.64451265947989)"
1131344,379551,1,SOFI LLC,SOFI LLC,03/12/2018,12/01/2018,03/12/2018,616 S DEARBORN ST,616,616,S,DEARBORN,ST,CHICAGO,IL,60605,4,54,4-54,1,41.87423458,-87.629356443,"(41.87423457984985, -87.62935644330602)"
1131321,344964,1,NEW LINE TAVERN CORP.,NEW LINE,03/12/2018,12/01/2018,03/12/2018,201 N CLINTON ST,201,201,N,CLINTON,ST,CHICAGO,IL,60661,42,18,42-18,12,41.885752607,-87.641164579,"(41.885752607166296, -87.64116457925334)"
1131319,16491,4,"HARRY'S KINZIE, INC.",HARRY CARAY'S RESTAURANT,03/12/2018,12/01/2018,03/12/2018,33 W KINZIE ST,33,33,W,KINZIE,ST,CHICAGO,IL,60610,42,55,42-55,18,41.889125488,-87.629422489,"(41.88912548800336, -87.62942248880492)"
1131245,369504,21,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE #15683,03/12/2018,12/01/2018,03/12/2018,8 N MICHIGAN AVE,8,8,N,MICHIGAN,AVE,CHICAGO,IL,60602,42,9,42-9,1,41.882288177,-87.624517791,"(41.882288176801794, -87.62451779096743)"
1131237,369504,16,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE #216,03/12/2018,12/01/2018,03/12/2018,401 E ONTARIO ST,401,401,E,ONTARIO,ST,CHICAGO,IL,60611,42,65,42-65,18,41.893341296,-87.617589151,"(41.893341296312244, -87.61758915120579)"
1131234,369504,19,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE #2510,03/12/2018,12/01/2018,03/12/2018,414 N ORLEANS ST,414,414,N,ORLEANS,ST,CHICAGO,IL,60610,42,67,42-67,18,41.889682961,-87.637120956,"(41.889682960687374, -87.63712095614753)"
1131225,369504,4,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE,03/12/2018,12/01/2018,03/12/2018,600 N STATE ST,600,600,N,STATE,ST,CHICAGO,IL,60654,42,22,42-22,18,41.892501167,-87.628242738,"(41.89250116694964, -87.62824273781878)"
1131224,369504,2,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE,03/12/2018,12/01/2018,03/12/2018,200 S MICHIGAN AVE,200,200,S,MICHIGAN,AVE,CHICAGO,IL,60604,42,9,42-9,1,41.879489329,-87.624498125,"(41.87948932869769, -87.6244981249339)"
1131156,331934,1,"THEORY, LLC",Theory Sports Div Lounge,03/12/2018,12/01/2018,03/12/2018,9 W HUBBARD ST,9,9,W,HUBBARD,ST,CHICAGO,IL,60654,42,55,42-55,18,41.889949311,-87.628373571,"(41.889949310620324, -87.62837357133523)"
1132166,414509,1,BOKA 564 LLC,THE BELLEMORE,03/09/2018,12/01/2018,03/09/2018,564 W RANDOLPH ST,564,564,W,RANDOLPH,ST,CHICAGO,,60661,42,41,42-41,1,41.884543398,-87.642331387,"(41.884543397737836, -87.64233138672651)"
1132036,414946,1,CEDAR RESTAURANT LLC,SOMERSET/DEVEREAUX,03/09/2018,12/01/2018,03/09/2018,1118 N STATE ST,1118,1118,N,STATE,ST,CHICAGO,IL,60610,2,60,2-60,18,41.902311916,-87.628497381,"(41.902311915686454, -87.62849738136275)"
1131990,319410,2,RK RESTAURANT GROUP INC.,THE KENNISON,03/09/2018,12/01/2018,03/09/2018,1800 N LINCOLN AVE,1800,1800,N,LINCOLN,AVE,CHICAGO,IL,60614,43,49,43-49,18,41.915496788,-87.634314407,"(41.91549678752247, -87.63431440711459)"
1131805,270419,14,"61 MADISON, INC.",PIZANOS,03/09/2018,12/01/2018,03/09/2018,61-65 E MADISON ST,61,61-65,E,MADISON,ST,CHICAGO,IL,60603,42,9,42-9,1,41.881982186,-87.62564147,"(41.88198218624524, -87.6256414697163)"
1131564,347093,1,"LAM AND THE GOAT, LLC",GIRL & THE GOAT,03/09/2018,12/01/2018,03/09/2018,809-813 W RANDOLPH ST,809,809-813,W,RANDOLPH,ST,CHICAGO,IL,60607,27,1,27-1,12,41.88429093,-87.647841773,"(41.88429093010678, -87.64784177325362)"
1131563,398532,1,"CHINESE GOAT, LLC",DUCK DUCK GOAT,03/09/2018,12/01/2018,03/09/2018,851-857 W FULTON MARKET,851,851-857,W,FULTON MARKET,,CHICAGO,IL,60607,27,1,27-1,12,41.886661523,-87.649517727,"(41.88666152304835, -87.6495177271827)"
1131562,368459,1,"LITTLE GOAT, LLC",LITTLE GOAT DINER,03/09/2018,12/01/2018,03/09/2018,818-822 W RANDOLPH ST,818,818-822,W,RANDOLPH,ST,CHICAGO,IL,60607,27,1,27-1,12,41.88450331,-87.648285837,"(41.88450331042253, -87.6482858374806)"
1131455,420492,1,MAI TAI INC,MAI TAI,03/09/2018,12/01/2018,03/09/2018,614 S WABASH AVE,614,614,S,WABASH,AVE,CHICAGO,,60605,4,21,4-21,1,41.87406368,-87.626135312,"(41.87406368049494, -87.62613531222232)"
1131157,11405,2,BIJAN CORPORATION,BIJAN BISTRO,03/09/2018,12/01/2018,03/09/2018,663 N STATE ST,663,663,N,STATE,ST,CHICAGO,IL,60610,42,56,42-56,18,41.894259021,-87.627993553,"(41.89425902053211, -87.62799355329595)"
1131154,412966,1,DO-RITE FULTON MARKET LLC,DO-RITE DONUTS,03/09/2018,12/01/2018,03/09/2018,181 N MORGAN ST,181,181,N,MORGAN,ST,CHICAGO,IL,60607,27,57,27-57,12,41.885420851,-87.651988672,"(41.885420850681435, -87.65198867202521)"
1131098,7134,3,THE GUSMANOS CORPORATION,MR. KITE'S CHOCOLATE,03/09/2018,12/01/2018,03/09/2018,2120 W DIVISION ST,2120,2120,W,DIVISION,ST,CHICAGO,IL,60622,2,3,2-3,14,41.903241964,-87.680582455,"(41.9032419638308, -87.68058245479645)"
1132151,395072,1,"THE AVONDALE COFFEE, LLC",AVONDALE TAP,03/08/2018,12/01/2018,03/08/2018,3634 W BELMONT AVE,3634,3634,W,BELMONT,AVE,CHICAGO,,60618,30,22,30-22,17,41.939307519,-87.718735402,"(41.939307518988336, -87.71873540202452)"
1132017,342411,1,"PURPLE PIG CHEESE BAR AND PORK STORE, LLC",THE PURPLE PIG,03/08/2018,12/01/2018,03/08/2018,500 N MICHIGAN AVE,500,500,N,MICHIGAN,AVE,CHICAGO,IL,60611,42,48,42-48,18,41.89097123,-87.624276946,"(41.890971229645146, -87.6242769455621)"
1132010,317095,1,"C.M. SPINA, INC.",The Aberdeen Tap,03/08/2018,12/01/2018,03/08/2018,440 N ABERDEEN ST,440,440,N,ABERDEEN,ST,CHICAGO,IL,60642,27,18,27-18,12,41.890068209,-87.654747049,"(41.89006820850148, -87.6547470485182)"
1131903,400881,1,FRONTERA 900 LLC,CRUZ BLANCA AND LENA BRAVA,03/08/2018,12/01/2018,03/08/2018,900-906 W RANDOLPH ST,900,900-906,W,RANDOLPH,ST,CHICAGO,IL,60607,27,1,27-1,12,41.884476187,-87.649832934,"(41.88447618683702, -87.64983293409142)"
1131702,342922,3,SIYAR VICTORY INC.,ANTIQUE TACO,03/08/2018,12/01/2018,03/08/2018,1360 N MILWAUKEE AVE,1360,1360,N,MILWAUKEE,AVE,CHICAGO,IL,60622,1,10,1-10,14,41.906429121,-87.671514215,"(41.90642912051378, -87.67151421455068)"
1131589,418621,2,WOW BAO LLC,WOW BAO,03/08/2018,12/01/2018,03/07/2018,175 W JACKSON BLVD,175,175,W,JACKSON,BLVD,CHICAGO,IL,60604,42,49,42-49,1,41.878014487,-87.63318903,"(41.878014487249544, -87.63318903001444)"
1131512,421785,1,WILDBERRY PANCAKES & CAFE IV INC.,WILDBERRY PANCAKES & CAFE,03/08/2018,12/01/2018,03/08/2018,196 E PEARSON ST,196,196,E,PEARSON,ST,CHICAGO,,60611,2,10,2-10,18,41.897721501,-87.622035476,"(41.897721501377255, -87.62203547561978)"
1131363,285571,2,OVS LLC,M BURGER,03/08/2018,12/01/2018,03/07/2018,5 W ONTARIO ST,5,5,W,ONTARIO,ST,CHICAGO,IL,60654,42,22,42-22,18,41.893156813,-87.628359933,"(41.893156813103026, -87.62835993307552)"
1131361,86023,3,PHASE ONE LLC,M BURGER,03/08/2018,12/01/2018,03/07/2018,161 E HURON ST,161,161,E,HURON,ST,CHICAGO,IL,60611,42,53,42-53,18,41.894847524,-87.623022109,"(41.89484752424261, -87.62302210941388)"
1131359,67774,2,NACIONAL LLC,NACIONAL 27 / TALLBOY TACO,03/08/2018,12/01/2018,03/07/2018,325 W HURON ST,325,325,W,HURON,ST,CHICAGO,IL,60610,42,68,42-68,18,41.894645646,-87.63678754,"(41.8946456460705, -87.63678754035266)"
1131358,205657,1,PETTERINO'S LLC,PETTERINO'S / DO-RITE DONUTS,03/08/2018,12/01/2018,03/07/2018,150 N DEARBORN ST,150,150,N,DEARBORN,ST,CHICAGO,IL,60601,42,9,42-9,1,41.884508978,-87.629605631,"(41.884508977775795, -87.62960563075471)"
1131357,379080,1,CLARK LOFT LLC,BEATRIX,03/08/2018,12/01/2018,03/07/2018,519 N CLARK ST,519,519,N,CLARK,ST,CHICAGO,IL,60654,42,22,42-22,18,41.891516039,-87.63097642,"(41.89151603889098, -87.63097642048605)"
1131356,404456,1,CLARK ILLINOIS LLC,EMA,03/08/2018,12/01/2018,03/07/2018,74 W ILLINOIS ST,74,74,W,ILLINOIS,ST,CHICAGO,IL,60654,42,22,42-22,18,41.890935404,-87.630944801,"(41.89093540406077, -87.63094480116382)"
1131354,16260,2,"59 WEST HUBBARD, INC.",IL PORCELLINO/STUDIO PARIS/RAMEN-SAN,03/08/2018,12/01/2018,03/07/2018,59 W HUBBARD ST,59,59,W,HUBBARD,ST,CHICAGO,IL,60654,42,55,42-55,18,41.889921495,-87.630297537,"(41.88992149511211, -87.6302975365133)"
1131352,325071,1,DEARBORN HUBBARD LLC,HUB 51 / SUB 51,03/08/2018,12/01/2018,03/07/2018,51 W HUBBARD ST,51,51,W,HUBBARD,ST,CHICAGO,IL,60610,42,55,42-55,18,41.889926109,-87.629943638,"(41.889926108890215, -87.62994363769556)"
1131347,385912,1,KINZIE STREET RESTAURANT LLC,RPM STEAK,03/08/2018,12/01/2018,03/07/2018,66 W KINZIE ST,66,66,W,KINZIE,ST,CHICAGO,IL,60654,42,55,42-55,18,41.889328594,-87.630547851,"(41.889328593566596, -87.63054785095315)"
1131346,373590,1,CLARK HUBBARD LLC,BUB CITY,03/08/2018,12/01/2018,03/07/2018,435-437 N CLARK ST,435,435-437,N,CLARK,ST,CHICAGO,IL,60654,42,55,42-55,18,41.890207793,-87.630940842,"(41.89020779260571, -87.63094084169998)"
1131276,360510,1,JAM 'N HONEY,JAM 'N HONEY,03/08/2018,12/01/2018,03/07/2018,958 W WEBSTER AVE,958,958,W,WEBSTER,AVE,CHICAGO,IL,60614,43,21,43-21,18,41.92184919,-87.653430229,"(41.92184919047451, -87.65343022919154)"
1131246,360701,1,"ANNETTE'S ITALIAN ICE, INC.",ANNETTE'S ITALIAN ICE,03/08/2018,12/01/2018,03/08/2018,2009 N BISSELL ST,2009,2009,N,BISSELL,ST,CHICAGO,IL,60614,43,11,43-11,18,41.918442455,-87.652015059,"(41.918442455477425, -87.65201505870783)"
1131244,202047,1,"Rose East, Inc.",Rosebud Steakhouse,03/08/2018,12/01/2018,03/08/2018,192 E WALTON PL,192,192,E,WALTON,PL,CHICAGO,IL,60611,2,29,2-29,18,41.900150069,-87.622146745,"(41.900150068517426, -87.62214674513696)"
1131242,282179,1,"ILLINOIS DEARBORN, LLC",MAMA'S BOY,03/08/2018,12/01/2018,03/08/2018,445 N DEARBORN ST,445,445,N,DEARBORN,ST,CHICAGO,IL,60610,42,55,42-55,18,41.890581106,-87.629475029,"(41.890581105655016, -87.62947502886496)"
1131241,85994,2,"ROSE RUSH, INC.",ROSEBUD-RUSH,03/08/2018,12/01/2018,03/08/2018,55 E SUPERIOR ST,55,55,E,SUPERIOR,ST,CHICAGO,IL,60611,42,19,42-19,18,41.89560412,-87.625977253,"(41.89560412039595, -87.62597725330832)"
1131240,15042,3,"CARMINE'S CLAM HOUSE, INC.",CARMINE'S,03/08/2018,12/01/2018,03/08/2018,1043 N RUSH ST,1043,1043,N,RUSH,ST,CHICAGO,IL,60611,42,1,42-1,18,41.902091807,-87.627992763,"(41.90209180660765, -87.62799276252716)"
1131239,85931,3,GAMA INC,ROSEBUD CAFE,03/08/2018,12/01/2018,03/08/2018,1500 W TAYLOR ST,1500,1500,W,TAYLOR,ST,CHICAGO,IL,,28,29,28-29,12,41.869409054,-87.66419709,"(41.86940905403705, -87.66419709016535)"
1131216,18563,5,VOLARE ASSOCIATES LIMITED. PARTNER,VOLARE,03/08/2018,12/01/2018,03/08/2018,201-205 E GRAND AVE,201,201-205,E,GRAND,AVE,CHICAGO,IL,60611,42,41,42-41,18,41.891652214,-87.622603814,"(41.89165221441017, -87.62260381408842)"
1131211,63620,1,SUPERIOR LIMITED PARTNERSHIP,JAKE MELNICK'S CORNER TAP,03/08/2018,12/01/2018,03/08/2018,41 E SUPERIOR ST,41,41,E,SUPERIOR,ST,CHICAGO,IL,60611,42,19,42-19,18,41.895593098,-87.626582487,"(41.89559309764492, -87.62658248687725)"
1131155,412132,1,BEATRIX FULTON MARKET LLC,BEATRIX,03/08/2018,12/01/2018,03/07/2018,834-842 W FULTON MARKET,834,834-842,W,FULTON MARKET,,CHICAGO,IL,60607,27,1,27-1,12,41.886890532,-87.648822818,"(41.886890531772956, -87.64882281750184)"
1131402,61834,1,"KITTY O'SHEA'S CHICAGO, LLC","KITTY O'SHEA'S CHICAGO, LLC",03/07/2018,12/01/2018,03/07/2018,720 S MICHIGAN AVE,720,720,S,MICHIGAN,AVE,CHICAGO,IL,60605,4,18,4-18,1,41.872798869,-87.62433781,"(41.87279886935482, -87.62433781031022)"
1131376,295457,1,"HASHBROWNS, LLC",HASHBROWNS,03/07/2018,12/01/2018,03/07/2018,731 W MAXWELL ST,731,731,W,MAXWELL,ST,CHICAGO,IL,,11,3,11-3,12,41.864682061,-87.646288151,"(41.86468206101614, -87.64628815092568)"
1131175,6921,1,"RESTAURANTE FRANCO, INC.",FRANCO'S RISTORANTE,03/07/2018,12/01/2018,03/07/2018,300 W 31ST ST,300,300,W,31ST,ST,CHICAGO,IL,60616,11,27,11-27,9,41.838314286,-87.634166827,"(41.838314285595594, -87.63416682725416)"
